Number,Year,Date,State,Sublocation,Location,Lat,Long,Description,Source,Type,Rioter Classification,Target Classification,Actions,Recorded # Killed,Recorded # Injured,Persons Named as Rioters,Persons Named as Targets,Note
15,1863,1863/11,Montana,Montana,Montana,46.987185,-108.704999,November: Vigilantes active throughout the area to punish robbers and murderers who had hitherto been proected by the corrupt officers of the law. Thirty men hanged.,"H+W, p.462-465",Vigilante; Law,Vigilante,Thief; Criminal,Seized Person(s); Lethal Violence,30,,,,
16,1863,1863/11,California,Los Angeles,Los Angeles,34.022624,-118.367045,November: Crowd of 200 arrested 5 Anglo drifters who allegedly murdered a prospector and resisted arrest. All five lynched.,"Blew. ""Vigilantism,"" p.23",Vigilante; Law,Vigilante,White; Drifter; Anglo; Alleged Criminal; Alleged Murderer,Seized Person(s); Lethal Violence,5,,,,
17,1863,1863/12,California,Los Angeles,Los Angeles,34.022624,-118.367045,"December: Convicted murderer of an Anglo rancher, Manuel Cerredel, seized aboard steamer taking him to San Quinton and hanged from a yard arm.","Blew. ""Vigilantism,"" p.24",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante; White; Anglo,Prisoner; Legal; Mexican; Hispanic; Catholic; Alleged Murderer; Alleged Criminal,Seized Person(s); Lethal Violence,1,,,Manuel Cerredel,
18,1863,1863/12,California,Los Angeles,Los Angeles,34.022624,-118.367045,"December: Charles Wilkens, convicted of murdering John Sanford, merchant, was dragged from the court room and hanged in a nearby corral.","Blew. ""Vigilantism,"" p.24",Vigilante; Law,Vigilante,Prisoner; Legal; Alleged Murderer; Alleged Criminal,Seized Person(s); Lethal Violence,1,,,Charles Wilkens,
19,1863,1863/12,California,Campo Chino,"Campo Chino, CA",34.01506,-117.69278,"December: On the 26th, Luis Seyra and Cosmé Nuñez seized from authorities and killed for alleged murder.","House Ex. Doc #73^24 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Prisoner; Legal; Mexican; Hispanic; Catholic; Alleged Murderer; Alleged Criminal,Seized Person(s); Lethal Violence; Extraction,2,,,Luis Seyra; Cosmé Nuñez,PTH
20,1863,1863/06,Illinois,Chicago,Chicago,41.85109,-87.66589,"June: Mob pelted provost Marshall with bricks, etc., and left him unconscious and dead in the street. Rioters were Irish and acted after two Irishmen had been arrested for failing to give named to enrolling officers. Several (??) involved.","Sterling. Journal of Illinois St. Hist., p.259; Klement.Copperheads, p.79",Draft; Military; War; Ethnic/National; Religious,Anti-Draft; Irish; Catholic,Draft Officer,Lethal Violence,1,,,,
21,1863,1863/07,Iowa,Pottawattamie Co.,"Pottawattamie Co., IA",41.25752,-95.67644,July: A man named Miller hanged for alleged horse theft,"Black, ""Lynchings in Iowa,"" 210 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,Miller,PTH
1,1864,,Nebraska,Plattsmouth,Plattsmouth,41.00811,-95.88749,"Vigilantes capture three horse thieves and organize their own informal trial. The vigilantes sentences all three men to death. One asked to be shot, but was hanged all the same. One wrote a note to his mother.","Olive Gass, The Vigilantes, Nebraska's First Defenders, Nebraska History Magazine, 3-18.",Vigilante; Law,Vigilante; Vigilance Committee,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence; Seized Person(s),3,,,,PTH
2,1864,1864/09,Colorado,Parker,"Near Parker, CO",39.51677,-104.77317,September: US troops lynch 5 members of the Reynolds Gang for alleged theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law; Military; Gang,Military; Vigilante,Alleged Criminal; Alleged Thief; Gang,Lethal Violence,5,,,,PTH
3,1864,1864/06,Colorado,Denver,"Denver, CO",39.74092,-104.99385,June: Haslet lynched for alleged theft and cheating.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Cheat,Lethal Violence,1,,,Haslet,PTH
4,1864,1864/01,Montana,Bannack,"Bannack, MT",45.16054,-112.99615,"January: Vigilante action against a gang of thieves and murderers. Henry Plummer, sheriff of Bannock and Virginia, led the criminal band. Vigilantes lynched Plummer, George Lane, George Ives, Ned Ray, Buck Stinson, John Wagner alias Dutch John, Red alias Bevens, Brown, Hayes Lyon, Jack Gallagher, Frank Parish, and Boone Helm. Joe Pizanthia, known as ""Spanish Frank,"" hanged and corpse burned.","Bancroft, Popular Tribunals as listed in Carrigan and Webb, Forgotten Dead and ""LYNCH LAW AMONG THE MORMONS"" Glasgow Herald March 26, 1864",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Legal; Sheriff; Law Officer; Mexican; Hispanic; Catholic; Alleged Murderer; Alleged Criminal; Alleged Thief,Lethal Violence; Mutilation,13,,,"Joe ""Spaniard Frank"" Pizanthia;  Henry Plummer; George Lane; George Ives; Ned Ray; Buck Stinson; John ""Dutch John"" Wagner; Reed alias Bevens; Brown; Hayes Lyon; Jack Gallagher; Frank Parish; Boone Helm",PTH
5,1864,1864/02,California,Natividad,Natividad,36.73301,-121.59671,"February: On the 9th, Patrocinio Lopez lynched for alleged murder.","Monterey Gazette, 12 Feb 1864 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Murderer; Alleged Criminal,Lethal Violence,1,,,Patrocinio Lopez,PTH
6,1864,1864/02,California,San Pedro,San Pedro,34.022624,-118.367045,"February: On the 18th, Jesús Arellanes lynched for alleged murder.","H. H. Bancroft, Reference Notes as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Murderer; Alleged Criminal,Lethal Violence,1,,,Jesús Arellanes,PTH
7,1864,1864/02,Missouri,Missouri,Missouri,39.135667,-92.776356,February: Mob seized captured guerilla John F. Bolin and lynched him.,"Fellman.Inside War, p.120",Vigilante; Guerilla,Vigilante,Guerilla,Seized Person(s); Lethal Violence,1,,,John F. Bolin,
8,1864,1864/02,Nevada,Aurora,"Auroroa, Nevada",38.27505,-118.86774,February: Vigilantes take 4 men out of jail who had been accused of murder and hanged them. Subsequently they oredered out local toughs from the community.,"McGrath.Gunfighters, p.94-97",Vigilante; Law,Vigilante,Prisoner; Legal; Alleged Murderer,Seized Person(s); Lethal Violence; Threat,4,,,,
9,1864,1864/02,Illinois,Paris,"Paris, Illinois",39.611459,-87.693453,"February: Six soldiers and 14 copperheads fight as soldiers attempt to capture cache of arms. Two soldiers wounded, one copperhead killed.","Coleman and Spence. ""Charleston Riot,"" p.17",Anti-War; Military,Copperhead; Political; Anti-War; Military; Union,Copperhead; Political; Anti-War; Military; Union,Lethal Violence; Non-Lethal Violence; Seized Property,1,2,,,
10,1864,1864/02,Iowa,Appanoose Co.,"Appanoose Co., IA",40.76406,-92.86748,February: John Seaman shot for alleged horse theft and arson,"Black, ""Lynchings in Iowa,"" 212 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Thief; Alleged Horse Thief; Alleged Arsonist,Lethal Violence,1,,,John Seaman,PTH
11,1864,1864/03,Illinois,Hordin,"Hordin, Calhoun county, Illinois",39.15611,-90.619386,March: Fatal encounter - after a soldier shot a man who cheered Jeff Davis.,"Gray.Hidden Civil War, p.165",Anti-War; Military,Military; Union,Copperhead; Political; Anti-War; Confederate Sympathizer,Lethal Violence,1,,,,
12,1864,1864/03,Illinois,Charleston,"Charleston, Illinois",39.494839,-88.166293,"March: Riot occurs on court day between local copperheads and soldiers returning from furlough. Nine killed in gun battle that started as an argument between copperhead and soldiers. Six were soldiers, one a Republican bystander.","Coleman and Spence. ""Charleston Riot""",Anti-War; Military,Copperhead; Political; Anti-War; Military; Union; Republican,Copperhead; Political; Anti-War; Military; Union; Republican,Lethal Violence,9,,,,
13,1864,1864/06,Nevada,La Plata,"La Plata, NV",39.37784,-118.22087,June: Vigilantes shot and clubbed to death José Aniceto Baldenbro and Simon Montoya for not cooperating with them.,"Virginia Daily Union (Virginia City), 14 June 1864 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic,Lethal Violence,2,,,José Aniceto Baldenbro; Simon Montoya,PTH
14,1864,1864/07,New York,New York City,NYC,40.720368,-74.001098,"July: Lager-beer saloon at Tenth ave. Brawl turned into a battle with police. One man killed, six arrested.","Cook.Armies, p.19",Law,Unknown,Legal; Police,Lethal Violence; Non-Lethal Violence,1,,,,
15,1864,1864/08,Montana,Virginia City,Virginia City,45.29464,-111.9435,August: Pat Brady shot Lynch while trying to shoot Murphy. The miners organized a hasty trial and lynched Brady that evening. Jem Kelly was deemed an accessory to murder and given fifty lashes.,"The Rocky Mountain News, August 27, 1864 and Dimdsale, The Vigilantes of Montana, 192",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer; Alleged Accessory; Irish; Catholic,Lethal Violence; Non-Lethal Violence; Seized Person(s),1,1,,Pat Brady; Jem Kelly,PTH
16,1864,1864/09,Montana,Virginia City,Virginia City,45.29464,-111.9435,"Septeber: The ""vigies"" caught Jem Kelly for stealing a mule and hanged him. They had previously given Kelly fifty lashes for accessory to murder.","The Rocky Mountain News, September 21, 1864 and Dimsdale, The Vigilantes of Montana, 192",Vigilante; Law,Vigilante; Vigilance Committee,Alleged Criminal; Alleged Thief; Irish; Catholic,Lethal Violence; Seized Person(s),1,,,Jem Kelly,PTH
17,1864,1864/09,California,Snelling,"Near Snelling, CA",37.51972,-120.4382,September: Unknown Mexican lynched for alleged theft.,"Sacramento Union, 23 Sept 1864 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Thief; Alleged Criminal,Lethal Violence,1,,,,PTH
18,1864,1864/09,California,Snelling,"Near Snelling, CA",37.51972,-120.4382,September: Unknown Mexican lynched for alleged theft.,"Sacramento Union, 23 Sept 1864 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic,Lethal Violence,1,,,,PTH
19,1864,1864/12,Kansas,Fort Leavenworth,"Forth Leavenworth, KS",39.35839,-94.92841,"December: Pvt. Charles Lockman murdered Pvt. John Groce, both of the Second Colorado Cavalry. Disregarding military regulations, the rest of the men, lead by Lt. Wise, organized their own trial and lynched Lockman. Wise would be court martialed, but recieved a remitted sentence.","Christopher Rein, The Second Colorado Cavalry: A Civil War Regiment on the Great Plains (Norman: University of Oklahoma Press, 2020), 37.",Vigilante; Law; Military,Military; Vigilante; Officer,Military; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Charles Lockman,PTH
1,1865,1865/01,Georgia,Augusta,"Augusta, Georgia",33.469985,-81.998972,"January: Some black soldiers, joined by local black people, foght with whites over ""a widow lady…who at the time had several young ladies staying with her."" Other Union soldiers quelled the riot, but not until six African Americans had been killed or mortally wounded. The riot followed rumors that some Irishmen had attacks black people.","Garson and O'Brien, p.247",Racial; Military,Black; White; Military; Irish; Catholic; Woman; Prostitute; Brothel,Black; White; Military; Irish; Catholic; Woman; Prostitute; Brothel,Lethal Violence,6,,,,
2,1865,1865/09,Tennessee,Springfield,"Springfield, Tennessee",36.507059,-86.886934,"September: Confederate guerillas killed one black person, tortured some, and robbed others.","Garson and O'Brien, p.247",Racial; Guerilla,Guerilla; Confederate; White,Black,Lethal Violence; Non-Lethal Violence; Threat; Seized Property,1,,,,
3,1865,1865/12,Virginia,Alexandria,"Alexandria, VA",38.805391,-77.044221,December: Riot on Christmas Day between white and black people. 14 black people and 2 white people killed.,"Garson and O'Brien, p.247; Hennessey, p.17",Racial,White; Black,White; Black,Lethal Violence,16,,,,
4,1865,1865/04,Nebraska,Kearney,Kearney,40.70021,-99.08891,"April: A teamster, Fox, murdered a man named Eldred en route to Colorado. Members of the 17th Kansas captrued Fox and brought him to Kearney, where a ""people's court""  sentenced him to hanging. Fox requested the sheriff of the people's court shoot him instead, and refused both blindfold and hand bindings. The sheriff accomodated these wishes, and ""the fiend thus atoned blood for blood, as he deserved.""","The Rocky Mountain News, April 11, 1865",Vigilante; Law; Military,Vigilante; People's Court; Military,Alleged Criminal; Alleged Murderer,Lethal Violence; Seized Person(s),1,,,Fox,PTH
5,1865,1865/04,Washington,Walla Walla,Walla Walla,46.0647,-118.34063,"April: Angered by horse and cattle theft, the citizens of Walla Walla formed a vigilance committee. The vigilantes proceeded to hang 15 men. Doc. Reed, ""N***** Jim,"" McKenzie, Tom Reeves, Charles Wilson, and Joseph Petis all named as victims of the lynching. The newspaper does not condem the action.","Seattle Weekly Gazzette, April 27 1865. Also listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law; Racial,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief; Alleged Cattle Thief; Black,Lethal Violence,15,,,Doc. Reed; N***** Jim; McKenzie; Tom Reeves; Charles Wilson; Joseph Petis,PTH
6,1865,1865/05,Iowa,Mills Co.,"Mills Co., IA",41.02694,-95.62883,May: Hanging of James Henderson for alleged horse theft and threat to blow up the treasurer's office,"Black, ""Lynchings in Iowa,"" 217",Vigilante; Law,Vigilante,Alleged Thief; Alleged Horse Thief; Anti-Government,Lethal Violence,1,,,James Henderson,PTH
7,1865,1865/05,Minnesota,Mankato,Mankato,44.1625,-94.0011,"May: John Campbell, a Native man, hanged for alleged murder.","Ziebarth, ""Judge Lynch in Minnesota,"" 72 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law; Racial,Vigilante; White,Native; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,John Campbell,PTH
8,1865,1865/05,California,Monterey,Eight Miles from Montery,36.60231,-121.89565,"May: Juan Higuera, the son of 1854 victim, lynched for alleged murder of a deputy.","Monterey Gazette, 19 May 1865 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Murderer; Alleged Criminal,Lethal Violence,1,,,Juan Higuera,PTH
9,1865,1865/06,Iowa,Pottawattamie Co.,"Pottawattamie Co., IA",41.25752,-95.67644,June: Man named Lacey hanged for alleged theft,"Black, ""Lynchings in Iowa,"" 217-218 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Thief,Lethal Violence,1,,,Lacey,PTH
10,1865,1865/07,South Carolina,Charleston,"Charleston, SC",32.786536,-79.942879,July: Men from New York regiment fought with black soldiers in the 21st US colored troops. Fighting began with a shooting skirmish at the market place on the 8th. Ended with New Yorkers ordered out of the city. At least one black person killed.,"Williamson.After Slavery, p.258",Racial; Military,Black; White; Military; New Yorker,Black; White; Military; New Yorker,Lethal Violence,,,,,
11,1865,1865/07,Illinois,Nashville,"Nashville, Washington Co.",38.34194,-89.38312,"July: Hanging of a man named ""White"" for alleged murder and arson","New York Times, July 16, 1865 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer; Alleged Arsonist,Lethal Violence,1,,,White,PTH
12,1865,1865/08,Indiana,Shelburn,"Shelburn, Sullivan Co.",39.17872,-87.39785,August: Hanging of man named Miller for alleged murderous assault,"New York Times, August 5, 1865 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer; Alleged Arsonist,Lethal Violence,1,,,Miller,PTH
13,1865,1865/08,Oregon,La Grande,La Grande,45.32397,-118.09024,"August: Hispanic man labeled ""Mexican"" hanged for alleged horse theft","Seatte Weekly, August 26, 1865 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante; White,Alleged Criminal; Alleged Murderer; Alleged Arsonist,Lethal Violence,1,,,,PTH
